4,6
7,8
7,6
9,8
9,6
10,6
11,8
11,6
12,6
13,6
14,6
15,6
16,6
17,6
18,6
19,6
20,6
21,6
22,8
22,6
23,8
23,24
23,6
25,6
26,6
28,8
28,6
29,6
30,6
32,6
33,6
34,6
35,6
36,6
37,6
38,6
41,6
42,6
43,8
43,6
44,6
45,6
46,6
48,6
49,6
50,6
52,6
54,6
55,6
56,6
57,6
58,6
59,6
60,6
61,6
63,6
64,6
66,6
67,6
68,6
69,6
70,6
72,6
73,6
74,6
74,8
75,6
75,8
76,6
76,8
77,6
77,8
78,6
78,8
79,6
79,8
80,6
80,8
81,6
82,6
82,8
83,6
83,8
84,6
84,8
85,6
85,8
86,6
86,8
87,8
88,6
88,8
89,6
89,8
90,8
91,6
91,8
92,6
92,8
93,6
93,8
94,6
94,8
95,6
95,8
96,6
96,8
97,6
98,6
98,8
99,6
99,8
100,6
101,6
101,8
102,6
102,8
103,6
103,8
104,6
104,8
105,6
105,8
106,6
106,8
107,6
107,8
108,6
108,8
109,6
109,8
110,6
110,8
111,6
111,8
112,6
112,8
113,6
113,8
115,6
115,8
116,6
117,6
118,6
118,8
119,6
119,8
120,6
120,8
121,6
121,8
122,6
122,8
123,6
123,8
124,6
124,8
125,24
126,6
126,8
127,6
127,8
128,6
128,8
129,6
129,8
130,6
130,8
131,6
131,8
132,6
132,8
133,6
133,8
134,6
134,8
135,6
135,8
136,8
137,6
137,8
138,6
138,8
138,24
139,6
139,8
140,6
140,8
141,6
141,8
142,6
142,8
143,6
143,8
144,8
145,6
145,8
146,6
146,8
147,6
148,6
148,8
149,6
149,8
150,6
150,8
151,6
152,6
152,8
153,6
153,8
154,6
154,8
155,6
155,8
156,8
157,6
157,8
158,6
158,8
159,6
159,8
160,6
160,8
161,6
161,8
162,6
162,8
163,6
163,8
164,6
164,8
165,6
166,6
166,8
167,6
167,8
168,6
168,8
169,6
169,8
170,6
170,8
171,6
171,24
172,6
172,8
173,8
174,6
174,8
175,6
175,8
176,6
176,8
176,24
177,6
177,8
178,6
178,8
179,6
179,8
180,6
180,8
181,6
181,8
182,6
182,8
183,6
183,8
184,6
184,8
185,6
185,8
186,6
186,8
187,6
187,8
188,6
188,8
189,6
189,8
190,6
190,8
191,6
191,8
192,6
192,8
192,24
193,6
193,8
194,6
194,8
195,6
195,8
196,8
196,24
197,6
197,8
198,6
198,8
199,6
199,8
200,6
200,8
201,6
203,6
204,6
204,8
205,6
205,8
206,6
206,8
207,6
208,6
208,8
209,6
209,8
210,8
210,6
211,6
212,8
212,6
213,6
213,8
214,6
214,8
215,8
215,6
216,6
217,6
218,6
218,8
219,6
220,8
220,6
221,8
222,6
223,6
223,8
